id;url;name;category;phone;fax;address;city;province;website;email;facilities;rate;DO_Y;DO_X;PRO_COM;ISTATPRO;ISTATREG
16983;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16983;VILLA DI CAMPOLUNGO;Agriturismi;0550515250;0550515249;Via Campilungo, 1 (Querciola);Fiesole;FI;www.villadicampolungo.it;info@villadicampolungo.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Accesso Internet;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Stazione;Carta di Credito;Accettazione Gruppi;Accesso con V";2;43.8523010099;11.3224303722;FIESOLE;CITTA' METROPOLITANA DI FIRENZE;Toscana
16987;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16987;CASA  BIDINI;Alloggi Privati;3471000930;;Via Pescioni, 54;Arezzo;AR;www.casabidini.com;info@casabidini.com;"Riscaldamento;Frigo Bar;Asciugacapelli;Accettazione Animali;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Sala separata per soggiorno o svago;Locale tv separato";0;43.4631360407;11.8855936825;AREZZO;AREZZO;Toscana
16988;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16988;AL SETTIMO CIELO;Alloggi Privati;3398723721;;Guido Monaco,92;Arezzo;AR;www.alsettimocieloarezzo.it;fstatuti@hotmail.it;"Riscaldamento;Aria Condizionata;Ascensore;Bar;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Stazione;Servizio Colazione in Camera;Spaccio Alimentare;Accesso con Vetture Privat";0;43.4618175607;11.8765036762;AREZZO;AREZZO;Toscana
16992;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16992;PODERE CHIAROMONTE;Agriturismi;0587 609004;0587 609004;via Nuova - La Piaggia, 15 - Forcoli;Palaia;PI;www.poderechiaromonte.it;info@poderechiaromonte.it;"Riscaldamento;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accesso con Vetture Private;Colazione Compresa";2;43.6049413000;10.7032227000;PALAIA;PISA;Toscana
16994;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16994;LE CAPANNACCE SOCIETA COOPERATIVA;Ostelli;0587 622106;0587 622039;Le Capannacce - Chiecinella;Palaia;PI;;capannacce@gmail.com;"Accessibilit&agrave; Disabili;Accesso Internet;Propria Piscina Scoperta;Accettazione Gruppi;Accesso con Vetture Private;Somministrazione Alimenti;Sala separata per soggiorno o svago;Somministrazione Bevande;Locale tv separato;Impianto autonomo di chiarif";0;43.6329186570;10.7800501585;PALAIA;PISA;Toscana
16996;http://www.turismo.intoscana.it/booking/html/mappa.php?id=16996;B & B LE PULERE;Alloggi Privati;0565 964437;;VIA MADONNA DI LACONA, 249 - LOC. LACONA;Capoliveri;LI;;giuliano.franciosi@tin.it;"Riscaldamento;Asciugacapelli;Tv Satellitare;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Accesso con Vetture Private;Locale Ricovero;Estintori;Colazione Compresa;Celle Frigorifere";0;42.7695887172;10.3109478951;CAPOLIVERI;LIVORNO;Toscana
17002;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17002;VILLA SCARFI;Residenze Turistico Alb.;340/8900001;;;Roccastrada;GR;www.villascarfi.it;info@villascarfi.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Telefono in camera;Asciugacapelli;Tv Satellitare;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Giochi per Bambini;Se";2;42.9725015860;11.1468315125;ROCCASTRADA;GROSSETO;Toscana
17003;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17003;AGRITURISMO DALLOLIVO;Agriturismi;0565 765123;0565 765123;LOC. MAGAZZINO, 273/B;Castagneto Carducci;LI;www.dallolivo.it;info@dallolivo.it;;2;43.1597248000;10.6109660000;CASTAGNETO CARDUCCI;LIVORNO;Toscana
17009;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17009;DIMORA NEL CORSO;Affittacamere;+39 0578 758757;+39 0578 758757;VIA DI GRACCIANO DEL CORSO, 33;Montepulciano;SI;www.trattoriadicagnano.it;info@trattoriadicagnano.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vettur";0;43.0951574000;11.7832361000;MONTEPULCIANO;SIENA;Toscana
17038;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17038;B&B CASA CECCHI;Alloggi Privati;+39 0577 378426;;VIA STRADA ISTIETO, N. 71 INT. 2;Siena;SI;;casacecchisiena@gmail.com;"Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accesso con Vetture Private;Somministrazione Alimenti;Accesso con Mezzi Pubblici;Colazione Compresa";0;43.2960281000;11.3572465000;SIENA;SIENA;Toscana
17049;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17049;CA' SCHETA;Alloggi Privati;3489002622;0558046214;Via CÃ  di Scheta, 7;Palazzuolo sul Senio;FI;www.cadischeta.it;info@cadischeta.it;"Riscaldamento;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Custodia Valori alla Reception;Lavatura e Stiratura Biancheria;Accettazione Gruppi;Accesso";0;44.0822366303;11.5324473381;PALAZZUOLO SUL SENIO;CITTA' METROPOLITANA DI FIRENZE;Toscana
17054;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17054;LA GUTULA;Ostelli;0030000000000000;;Piazza Marconi, 3;Bagnone;MS;www.ostellobagnone.it;foresteriagutula@virgilio.it;Carta di Credito;0;44.3154150000;9.99431300000;BAGNONE;MASSA-CARRARA;Toscana
17057;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17057;ALLORO B&B;Alloggi Privati;0039058571860;;Via Ficola, 29 bis;Carrara;MS;;beballoro@virgilio.it;"Proprio Parcheggio;Somministrazione Bevande";0;44.0687573000;10.0887165000;CARRARA;MASSA-CARRARA;Toscana
17061;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17061;FODDI MARIA ANGELA;Agriturismi;0039018768905;0039018768905;Via Celso, 12;Fosdinovo;MS;www.agriturismofoddi.com;maria.foddi@gmail.com;"Riscaldamento;Aria Condizionata;Asciugacapelli;Accesso Internet;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Accesso con Vetture Private;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Colazione Compresa";2;44.1239474716;9.99678611755;FOSDINOVO;MASSA-CARRARA;Toscana
17062;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17062;A CASA DI MARILU';Alloggi Privati;0039018768218;;Via San Rocco, 32 - Pulica;Fosdinovo;MS;www.casamarilu.it;marilubernucci@gmail.com;Accettazione Animali;0;44.1452998000;10.0441350000;FOSDINOVO;MASSA-CARRARA;Toscana
17063;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17063;I MASERI;Alloggi Privati;00390187628505;;Via dei Pini, 28;Fosdinovo;MS;;imaseri@gmail.com;"Accettazione Animali;Proprio Parcheggio";0;44.1332144000;9.98198680000;FOSDINOVO;MASSA-CARRARA;Toscana
17065;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17065;CASA VALLINI;Alloggi Privati;00390187474213;;Via Montebello, 46;Licciana Nardi;MS;www.casavallini.com;info@casavallini.com;"Somministrazione Alimenti;Somministrazione Bevande";0;44.2648383000;10.0379818000;LICCIANA NARDI;MASSA-CARRARA;Toscana
17066;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17066;LA VECCHIA LOGGIA;Alloggi Privati;00390187471249;;Via Pontebosio, 19;Licciana Nardi;MS;www.lavecchialoggia.com;info@lavecchialoggia.com;"Asciugacapelli;Parco o Giardino Proprio;Somministrazione Alimenti;Sala separata per soggiorno o svago;Colazione Compresa;Somministrazione Bevande";0;44.2511126000;10.0217463000;LICCIANA NARDI;MASSA-CARRARA;Toscana
17074;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17074;CA' DEL MORO RESORT;Alberghi - Hotel;00390187832202;00390187832202;Via Casa Corvi, 9;Pontremoli;MS;www.cadelmororesort.it;info@cadelmoro.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Ristorante;Accettazione Animali;";0;44.3851810435;9.86707448959;PONTREMOLI;MASSA-CARRARA;Toscana
17075;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17075;CA' BATTISTA B&B;Alloggi Privati;00393278387687;00390187649067;Via Montelungo Inferiore, 63 - Montelungo Terme;Pontremoli;MS;www.cabattista.eu;info@cabattista.eu;"Riscaldamento;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Asciugacapelli;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Stazione;Mountain Bike;Giochi per Bambini;Accesso con Vetture Private;Somministrazione Alimenti;Smaltimen";0;44.4464651401;9.90964651108;PONTREMOLI;MASSA-CARRARA;Toscana
17087;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17087;SUITE ACCOMMODATION;Affittacamere;0583 579277;0583 1994070;Via di Mastiano e Gugliano - Al Gaddini - Mastiano;Lucca;LU;www.suiteaccommodation.com;info@suiteaccommodation.com;"Aria Condizionata;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Tv Satellitare;Wi-Fi;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Propria Autorimessa;Degustazione;Lampada Esterna;Sa";0;43.8430139000;10.5079940000;LUCCA;LUCCA;Toscana
17094;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17094;B&B SAN ROMOLO;Affittacamere;0575 555325;;Bagni di Cetica;Castel San Niccolo';AR;www.bagnodicetica.it;info@bagnodicetica.it;"Riscaldamento;Bar;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Mountain Bike;Carta di Credito;Bancomat;Giochi per Bambini;Custodia";0;43.6933214764;11.6237068176;CASTEL SAN NICCOLO';AREZZO;Toscana
17099;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17099;LOCANDA DEL GLICINE;Affittacamere;0564/996490;0564/996916;Piazza Garibaldi, 6/8;Campagnatico;GR;www.locandadelglicine.com;ilglicine@tin.it;"Aria Condizionata;Accettazione Animali;Carta di Credito;Somministrazione Alimenti";0;42.8827578000;11.2752811000;CAMPAGNATICO;GROSSETO;Toscana
17109;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17109;B&B PINCO HOUSE;Alloggi Privati;3289573193;;Casanuova, 48/B Santa Maria;Lucignano;AR;www.homelidays.com/locazione174532;labfontana@libero.it;"Aria Condizionata;Accesso Internet;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Accesso con Vetture Private;Colazione Compresa";0;43.2756169000;11.7321897000;LUCIGNANO;AREZZO;Toscana
17110;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17110;NESSUN LUOGO E' LONTANO;Alloggi Privati;3339418317;;Via Massimiliano Soldani, 3;Montevarchi;AR;www.bbnessunluogoelontano.blogspot.com;nessunluogoel@gmail.com;"Riscaldamento;Asciugacapelli;Accesso Internet;Servizio Colazione in Camera;Accesso con Vetture Private;Lampada Esterna;Edificio di Valore Storico;Colazione Compresa;Rifornimento benzina immediate vicinanze";0;43.5309261000;11.5638014000;MONTEVARCHI;AREZZO;Toscana
17123;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17123;VILLA SENAIA;Agriturismi;3334001234;;Noceta, 58/a;Castiglion Fiorentino;AR;www.villasenaia.com;info@villasenaia.com;"Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Propria Autorimessa;Accettazione Gruppi;Accesso con Vetture Pri";1;43.3502731184;11.9440269470;CASTIGLION FIORENTINO;AREZZO;Toscana
17127;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17127;SAN GUGLIELMO;Agriturismi;0588 75053;0588 75053;Podere San Guglielmo, 30 - Lagoni Rossi - Lustignano;Pomarance;PI;www.agriturismosanguglielmo.it;holidays@agriturismosanguglielmo.it;"Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Accettazione Gruppi;Accesso con Vetture Private;Macchine";2;43.1533246204;10.7763487101;POMARANCE;PISA;Toscana
17128;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17128;CASTELVECCHIO;Agriturismi;0587 658318;0587 658318;Via del Monte 34;Terricciola;PI;www.agricastelvecchio.it;info@agricastelvecchio.it;"Riscaldamento;Aria Condizionata;Servizio Fax;Carta di Credito";0;43.5212862000;10.6729702000;TERRICCIOLA;PISA;Toscana
17132;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17132;AGRITURISMO POGGIANTO;Agriturismi;3356562200;;Poggianto;Pergine Valdarno;AR;www.dimoredipoggianto.it;info@dimoredipoggianto.it;"Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Accettazione Animali;Propria Piscina Scoperta;Giochi per Bambini;Accettazione Gruppi;Accesso con Vetture Private;Corsi Artigianato Locale;Macchine L";1;43.4948920600;11.6874897480;PERGINE VALDARNO;AREZZO;Toscana
17147;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17147;PODERE FAETA;Agriturismi;335/7053601;055/374336;STRADA DI FAETA VALLERONA;Roccalbegna;GR;www.poderefaeta.com;poderefaeta@gmail.com;"Accessibilit&agrave; Disabili;Riscaldamento;Accettazione Animali;Proprio Parcheggio;Trekking;Macchine Lavatrici per biancheria;Sala Televisione;Colazione Compresa";1;42.7921747000;11.4706123000;ROCCALBEGNA;GROSSETO;Toscana
17164;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17164;FIRENZE IN CAMPAGNA;Alloggi Privati;0555392839;0555392839;Via di Riboia, 16;Impruneta;FI;www.florencecountry.altervista.org;florenceincountry@gmail.com;"Riscaldamento;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Cucina di Uso Comune;Estintori";0;43.7091225000;11.2422995000;IMPRUNETA;CITTA' METROPOLITANA DI FIRENZE;Toscana
17180;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17180;PRINCIPATO DI TOSCANA;Agriturismi;0583.216216;0583.25177;SAN PIERO, 1;Montecarlo;LU;www.agriturismoprincipatoditoscana.it;info@principatoditoscana.it;"Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Giochi per Bambini;Accettazione Gr";2;43.8524402733;10.6709003448;MONTECARLO;LUCCA;Toscana
17189;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17189;SAN CARLO;Alloggi Privati;0571581102;0571581102;Via Soldaini, 77;Cerreto Guidi;FI;www.sancarlobedandbreakfast.com;info@sancarlobedandbreakfast.com;"Riscaldamento;Aria Condizionata;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Proprio Parcheggio;Carta di Credito;Accesso con Vetture Private;Somministrazione Alimenti;Smaltimenti Rifiuti;Lampada Esterna;Sala separata per soggiorno o svago;Colazio";0;43.7275337464;10.8865284920;CERRETO GUIDI;CITTA' METROPOLITANA DI FIRENZE;Toscana
17196;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17196;ALICE DEL LAGO;Case per Vacanze;0573986534 3337274482;;Via Vergine dei Mei 4/B;Pistoia;PT;www.alicedellago.com;info@alicedellago.com;"Riscaldamento;Aria Condizionata;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Lampada Esterna;R";0;43.8953256611;10.9221267700;PISTOIA;PISTOIA;Toscana
17201;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17201;SANTO GRAAL;Alloggi Privati;3474486993;;Piazza Cecina 87;Larciano;PT;www.santograalbb.com;info@santograalbb.com;"Riscaldamento;Asciugacapelli;Tv Satellitare;Accettazione Animali;Accettazione Gruppi;Sala Televisione;Colazione Compresa";0;43.8487569000;10.8761923000;LARCIANO;PISTOIA;Toscana
17202;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17202;CHEZ MOI;Alloggi Privati;055589915;;Via G. Cavalcanti, 11;Firenze;FI;www.chezmoifirenze.it;info@chezmoifirenze.it;"Riscaldamento;Aria Condizionata;Asciugacapelli;Servizio Fax;Wi-Fi;Carta di Credito;Bancomat;Accesso con Vetture Private;Somministrazione Alimenti;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Accesso con Mezzi Pubblici;Sala";0;43.7858740161;11.2728738785;FIRENZE;CITTA' METROPOLITANA DI FIRENZE;Toscana
17232;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17232;CAMPALLEGRO;Agriturismi;0586 622201;;CAMPILUNGHI, 4 - - S. PIETRO IN PALAZZI;Cecina;LI;www.campallegro.it;info@campallegro.it;"Accettazione Animali;Propria Piscina Scoperta;Carta di Credito";3;43.3206126000;10.4694688000;CECINA;LIVORNO;Toscana
17236;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17236;VILLINO ERMIONE;Alloggi Privati;338 1372085 - 349 8109864;050 35277;Via F. Barbolani, 22 - p.t. - Marina di Pisa - Marina di Pisa;Pisa;PI;www.villinoermione.it;info@villinoermione.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Accesso Internet;Wi-Fi;Proprio Parcheggio;Carta di Credito;Bancomat;Sala separata per soggiorno o svago;Edificio di Valore Storico;Colazione Compresa;Impianto autonomo di chiarificaz";0;43.6764543873;10.2728015184;PISA;PISA;Toscana
17243;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17243;ACQUECHETE;Agriturismi;0587 632081;0587 632081;S. P. delle Colline, 6 - I Pini - Montefoscoli;Palaia;PI;www.acquechete.it;info@acquechete.it;"Riscaldamento;Bar;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Mountain Bike;Ca";0;43.5836394861;10.7925653458;PALAIA;PISA;Toscana
17252;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17252;PODERE CHIANTINI;Case per Vacanze;3348787802;;Via Larga, 26;Pian di Sco';AR;www.poderechiantini.it;info@poderechiantini.it;Proprio Parcheggio;0;43.6369070000;11.5382374000;PIAN DI SCO;AREZZO;Toscana
17263;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17263;AGRITURISMO CERRECCHIA;Agriturismi;+39 0577 960062;;S.P. 101 - LOC. MONTAGNOLA - FRAZ. CERRECCHIA;Casole d'Elsa;SI;www.cerrecchia.it;dario.ciampoli@ciodue.it;"Riscaldamento;Bar;Asciugacapelli;Servizio Fax;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Proprio Campo da Tennis;Mountain Bike;Accesso con Vetture Private;Maneggio;Estintori;Piazzola per Elicotteri;Sala Riunioni;Impianto autonomo di";2;43.3279873864;11.1857557297;CASOLE D'ELSA;SIENA;Toscana
17267;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17267;RINIDIA BIO;Agriturismi;+39 0577 347413;+39 0577 1657509;LOC. LE COLOMBAIE, 219 - LOC. S. ROCCO A PILLI;Sovicille;SI;www.agriturismosiena.travel;iinfo@agriturismosiena.travel;"Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Asciugacapelli;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Bancomat;Servizio Colazione in Camera;Accettazione Gruppi;Accesso con Ve";2;43.2638312815;11.2772083282;SOVICILLE;SIENA;Toscana
17294;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17294;CENTRAL PARK VERSILIA    MEUBLE;Alberghi - Hotel;0584 21151;0584 745875;Via Tonfano, 305 - Tonfano - Marina;Pietrasanta;LU;www.centralparkversilia.it;info@centralparkversilia.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Staz";3;43.9312254000;10.2058047000;PIETRASANTA;LUCCA;Toscana
17305;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17305;AGRITURISMO LE QUERCE;Agriturismi;3489204868;;VIA VALICANDOLI, 123 BIS;Bibbona;LI;;agriturismolequerce@gmail.com;"Vendita prodotti agricoli;Parco o Giardino Proprio;Accettazione Animali;Accesso con Vetture Private;Macchine Lavatrici per biancheria;Lampada Esterna";2;43.2793589000;10.5872211000;BIBBONA;LIVORNO;Toscana
17364;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17364;PODERE LE PASSERINE;Case per Vacanze;3494674783 3477088151;055214877;Via di Macchino 8;Massa e Cozzile;PT;www.poderelepasserine.com;poderelepasserine@virgilio.it;"Riscaldamento;Aria Condizionata;Asciugacapelli;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Accesso con Vetture Private;Macchine Lavatrici per biancheria";0;43.9225224000;10.7362571000;MASSA E COZZILE;PISTOIA;Toscana
17370;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17370;GREDO;Case per Vacanze;0039050384079;0039050384079;Piazza Immacolata, 30 - Filetto;Villafranca in Lunigiana;MS;www.appartamentigredo.com;info@appartamentigredo.com;;0;44.3016141000;9.96076280000;VILLAFRANCA IN LUNIGIANA;MASSA-CARRARA;Toscana
17372;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17372;IL GIARDINO DI ROSMARINO;Alloggi Privati;003901871835137;;Via Case Sparse, 6 - Strada per Arzelato;Pontremoli;MS;www.ilgiardinodirosmarino.com;ilgiardinodirosmarino@yahoo.it;"Riscaldamento;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Accesso con Vetture Private;Corsi Artigianato Locale;Degustazione;Somministrazione Alimenti;Lampada Esterna;Accesso con Me";0;44.3418045000;9.84768500000;PONTREMOLI;MASSA-CARRARA;Toscana
17373;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17373;CA' D' ROMEO;Alloggi Privati;00393296236732;;Loc. Tassonarla, 33 - RiccÃ²;Tresana;MS;www.cadromeo.com;cipo.1979@libero.it;Proprio Parcheggio;0;44.2553333000;9.91390740000;TRESANA;MASSA-CARRARA;Toscana
17375;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17375;ACCOMMODATION IN ... CARRARA;Affittacamere;00390585777000;00390585600069;Via Carriona di Colonnata, 41;Carrara;MS;www.accommodationcarrara.com;info@accommodationcarrara.com;;0;44.0817771000;10.1225665000;CARRARA;MASSA-CARRARA;Toscana
17377;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17377;MARINA B&B;Alloggi Privati;00390187626581;;Via Paghezzana, 54 - Paghezzana;Fosdinovo;MS;www.bebmarinasarzana.it;bebmarina@gmail.com;"Riscaldamento;Accettazione Animali;Colazione Compresa";0;44.1268124000;9.98433590000;FOSDINOVO;MASSA-CARRARA;Toscana
17379;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17379;IL SALICE FELICE;Alloggi Privati;00390585926713;00390585926713;Via Monte San Michele, 4 - Turlago;Fivizzano;MS;www.ilsalicefelice.it;info@ilsalicefelice.it;Proprio Parcheggio;0;44.2235910000;10.1476601000;FIVIZZANO;MASSA-CARRARA;Toscana
17381;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17381;LA COLLINA DEL SOLE;Alloggi Privati;00390585982358;00390585982358;Loc. Maglietola, 10;Fivizzano;MS;www.lacollinadelsole.com;lacollinadelsole1753@gmail.com;"Riscaldamento;Accettazione Animali;Accettazione Gruppi;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Lampada Esterna;Edificio di Valore Storico;Colazione Compresa;Locale tv separato";0;44.2393888000;10.1270370000;FIVIZZANO;MASSA-CARRARA;Toscana
17416;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17416;AZ. AGR. COGNANELLO;Agriturismi;+39 0578 757834;+39 0578 758838;LOC. LOC. BERTILLE, 01;Montepulciano;SI;;cognanello@libero.it;"Riscaldamento;Vendita prodotti agricoli;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Accesso con Vetture Private;Trekking;Degustazione;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Sala separata per soggiorno o svago;Sala Tel";2;43.0812405000;11.7746802000;MONTEPULCIANO;SIENA;Toscana
17423;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17423;IL CAVALLO;Alberghi - Hotel;0558417899;;Via della Repubblica, 7;Barberino di Mugello;FI;www.hotelilcavallo.it;info@hotelilcavallo.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Cu";3;44.0013083000;11.2383934000;BARBERINO DI MUGELLO;CITTA' METROPOLITANA DI FIRENZE;Toscana
17430;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17430;LE SODOLE COUNTRY RESORT & GOLF;Residenze Turistico Alb.;0587 484028;0587 484028;Via delle Sodole, 1 - Le Sodole;Pontedera;PI;www.lesodole.it;info@lesodole.it;"Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Vendita prodotti agricoli;Frigo Bar;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scopert";4;43.6507955292;10.6775093079;PONTEDERA;PISA;Toscana
17432;http://www.turismo.intoscana.it/booking/html/mappa.php?id=17432;IL BONSAI;Affittacamere;388 1464716;;Livia Gereschi, 32 - p.t. int 4;Pisa;PI;www.ilbonsaibb.it;ilbonsaibb@gmail.com;"Aria Condizionata;Accettazione Animali;Carta di Credito";0;43.7154485000;10.4076042000;PISA;PISA;Toscana
