Id,Nome,Categoria,Telefono,Indirizzo,Comune,SiglaProvincia,Email,Valutazione,Latitudine,Longitudine,Provincia,EsisteValutazione,Popolazione
14222sr,La Melangola,Affittacamere,0584 980378,"Via Gello, 11 Vado",Camaiore,LU,stay@lamelangola.it,1,43.951575,10.3099325,Lucca,0,31914
14248sr,Camucioli & Ninfee,Alloggi Privati,0584 351401,"Via Cesare Battisti, 3 Torre Del Lago Puccini",Viareggio,LU,info@camuciolieninfee.it,1,43.8293604,10.2870107,Lucca,0,60890
14263sr,Antica Trattoria Dell'eremo,Agriturismi,0583 767041,Loc. Eremo Di Calomini,Vergemoli,LU,agriturismoeremita@yahoo.it,2,44.054839705,10.4090309143,Lucca,1,721
14268sr,Panoramic,Case per Vacanze,0584 610580,"Viale Sergio Bernardini, 708/710 - Lido Di Camaiore - Secco",Camaiore,LU,bagnipanoramic@alice.it,1,43.9098741555,10.2131867409,Lucca,0,31914
14269sr,Panoramic 1,Case per Vacanze,0584 610580,"Viale S. Bernardini, 706 - Lido Di Camaiore",Camaiore,LU,bagnipanoramic@alice.it,1,43.9096963792,10.2133476734,Lucca,0,31914
14284sr,La Rondine,Case per Vacanze,050 850101,Via Pesciatina - S.Vito,Lucca,LU,info@larondinepisa.it,1,43.8625456,10.4621366,Lucca,0,89156
14293sr,San Miniato,Alberghi,0571 418904,"Via Aldo Moro, 2",San Miniato,PI,info@hotelsanminiato.com,3,43.6825903,10.8471927,Pisa,1,27732
14308sr,Al Rosso Di Sera,Affittacamere,0587 293019,"Via Del Popolo, 133",Pontedera,PI,info@alrossodisera.it,1,43.6437729,10.6103467,Pisa,0,29458
14310sr,A Room With A View,Alloggi Privati,0586 652356 - 349 1803401,"Via Del Poggio, 6",Casale Marittimo,PI,piccolopoderedelpoggio@gmail.com,1,43.2891004,10.6037463,Pisa,0,1052
14325sr,Maison La Nunziatina,Alloggi Privati,392 1427703,"Via Del Cappello, 3",Pisa,PI,francescatorresi@msn.com,1,43.7148289,10.3996117,Pisa,0,89059
14333sr,Al Palazzaccio,Agriturismi,050934189-3383129540,"Strada Vicinale Del Seminario, 11",Calci,PI,cristianaruschi@virgilio.it,2,43.7313830036,10.5158257484,Pisa,1,6308
14338sr,Terra Verde,Agriturismi,0587654421,"Via San Marco, 14 - Soiana",Terricciola,PI,terraverde.artfarm@gmail.com,2,43.5658009449,10.6454193592,Pisa,1,4446
14344sr,M & S Soggiorni,Case per Vacanze,339 6091671,"Via Hermada, 36",Pisa,PI,licalziser@tiscali.it,1,43.7226296,10.4101289,Pisa,0,89059
14353sr,Palazzo San Lorenzo,Alberghi,0577 923675,"Via Gracco Del Secco, 113",Colle Di Val D'elsa,SI,info@palazzosanlorenzo.it,4,43.4212769,11.1130759,Siena,1,21635
14364sr,Affittacamere La Scaletta,Affittacamere,0577 907282 - 0577 955041,"Cepparelli, 17",San Gimignano,SI,info@rossicarla.it,1,43.4713179,11.0400863,Siena,0,7493
14380sr,Podere Rigopesci - Camere In Campagna,Alloggi Privati,0578 755158,"Podere Rigopesci, 8 - Fraz. Montichiello",Pienza,SI,valdorcia@podererigopesci.it,1,43.0653763522,11.7297935486,Siena,0,1983
14381sr,La Casina,Alloggi Privati,0577 941417,Vecchia 60/b - Loc. Cortennano,San Gimignano,SI,lacasina.bucalossi@libero.it,1,43.4631646,11.0425997,Siena,0,7493
14389sr,La Camera Pervinca,Alloggi Privati,333 9458323,"Cavour, 16",Sinalunga,SI,lauraci@hotmail.it,1,43.2106832,11.7355406,Siena,0,12110
14390sr,B&b Arcobaleno,Alloggi Privati,0577 669613,"Della Madonnina, 32/b - Loc. Montefollonico",Torrita Di Siena,SI,putzulupaola@tiscali.it,1,43.1275703,11.7446371,Siena,0,6969
14393sr,Agriturismo Podere Tre Mulini,Agriturismi,0577 963910,Podere Tre Mulini - Loc. Cetinaglia,Casole D'elsa,SI,info@poderetremulini.it,1,43.3096907441,11.0685539246,Siena,1,3717
14397sr,Cottimellino,Agriturismi,0577 846136,"Loc. Pod. Cottimellino, 89",Montalcino,SI,info@cottimellino.it,2,43.0555385971,11.5070950985,Siena,1,5623
14417sr,Vertine,Case per Vacanze,0577 749310,"Vertine, 42",Gaiole In Chianti,SI,info@casavacanzeinchianti.it,1,43.4725,11.4193888,Siena,0,2529
14434sr,Locanda S. Agata,Alberghi,050 820328 - 366 1844555,Via Dell'abetone E Del Brennero Km 5+812 Gello,San Giuliano Terme,PI,info@locandasantagata.it,3,43.754537,10.424074,Pisa,1,30701
14436sr,Boschi Di Montecalvi Agriturismo Biologico,Agriturismi,0565 854151,"Via Dei Cancellini - Foreste Delle Casette, 99",Suvereto,LI,info@boschidimontecalvi.it,2,43.0794896,10.6872457,Livorno,1,2961
14443sr,Beside Pisa Airport,Affittacamere,050 3141747,"Via Dell'aeroporto, 48 San Giusto",Pisa,PI,besidepisaairport@gmail.com,1,0.0,0.0,Pisa,0,89059
14455sr,Caprareccia,Agriturismi,0587 641060,"Via Di Caprareccia, 4 Orciatico",Lajatico,PI,capraleccia@gmail.com,2,43.4359064,10.7191979,Pisa,1,1264
14466sr,A Due Passi,Alloggi Privati,0584 83178,"Via Mazzini, 160",Forte Dei Marmi,LU,info@bbfortedeimarmi.it,1,43.9654537,10.1617555,Lucca,0,6879
14470sr,Mulinette,Alloggi Privati,0584 777211,"Via Culerchio, 1 - Mulina",Stazzema,LU,barbarabenedetti1@interfree.it,1,43.9883945,10.3055241,Lucca,0,2877
14502sr,Hotel Bellavista,Alberghi,0573/60028 335/7536451,Via Brennero 383,Abetone Cutigliano,PT,info@abetonebellavista.it,4,44.14366,10.662039,Pistoia,1,1836
14530sr,Olivanda,Agriturismi,0572770101,Via Falciano 34/a,Buggiano,PT,info@olivanda.com,1,43.8907717621,10.7407772541,Pistoia,0,8746
14532sr,Antica Casa Le Rondini Bed & Breakfast,Affittacamere,0572 33313,Via M. Pierucci 21,Buggiano,PT,info@anticacasa.it,1,43.8968578,10.7341629,Pistoia,0,8746
14533sr,La Piana,Affittacamere,0572-318566,Via Buggiano Colle 8,Buggiano,PT,info@lapiana-hotel.com,1,43.8881067,10.7331946,Pistoia,0,8746
14540sr,La Piastra,Agriturismi,057368443,Strada Prov.Le Torri Di Popiglio,Abetone Cutigliano,PT,info@agriturismolapiastra.it,1,44.1095774,10.7436084,Pistoia,0,1836
14557sr,La Villa,Alberghi,0573 673061,Via Sestaione 118,Abetone Cutigliano,PT,lavilla@abetone.com,2,44.1003799,10.7368612,Pistoia,1,1836
14561sr,Villa Basilewsky,Alberghi,057368671,Via Cantamaggio 20,Abetone Cutigliano,PT,direzione@hotelbasilewsky.com,4,44.1019876,10.7485867,Pistoia,1,1836
14571sr,Fattoria Di Ceppeto,Agriturismi,057381006,Via Ceppeto 92,Lamporecchio,PT,nicolamichelotti@alice.it,1,43.8200681,10.9079412,Pistoia,0,7380
14580sr,Villa Minghetti,Agriturismi,3356318745,Via Sambarontana 88,Lamporecchio,PT,info@villaminghetti.it,1,43.8222949,10.9091809,Pistoia,0,7380
14593sr,Bellavista,Alberghi,0573/88014,Via Montalbano 61,Lamporecchio,PT,info@albergo-bellavista.com,3,43.8354443,10.9186643,Pistoia,1,7380
14594sr,Monti,Alberghi,0573/88416,Via Della Chiesa 2,Lamporecchio,PT,info@montihotel.com,3,43.8381447,10.9190677,Pistoia,1,7380
14596sr,Il Girasole,Alloggi Privati,057382902,Via Cerbaia 257,Lamporecchio,PT,bbgirasole@virgilio.it,1,43.8066721,10.8634228,Pistoia,0,7380
14599sr,Barco Reale,Campeggi,057388332,Via Nardini 11/13,Lamporecchio,PT,info@barcoreale.com,4,43.8395063,10.9179785,Pistoia,1,7380
14600sr,Casa Italia,Case per Vacanze,0573803831 - 3384283979,Via Lampaggio 39,Lamporecchio,PT,info@residencecasaitalia.com,1,43.8191054,10.92681,Pistoia,0,7380
14608sr,Azienda Turistica Il Borghetto Andrea Tafi,Case per Vacanze,335/215803,"Via Bufignano, 16",Lamporecchio,PT,info@ilborghettodiandreatafi.it,1,43.8231132,10.8917806,Pistoia,0,7380
14612sr,Le Baccane,Agriturismi,057384259,Via Francesca 2373/c,Larciano,PT,info@lebaccane.it,1,43.8079373,10.8481103,Pistoia,0,6312
14617sr,Podere Calistri Antenore,Agriturismi,057388154,Via Santa Lucia 3538/a,Larciano,PT,info@poderecalistri.it,1,43.8496626804,10.8952617645,Pistoia,0,6312
14621sr,Hotel Castelmartini,Alberghi,0573/849034 338/8726086,"Via Carlo Alberto Dalla Chiesa, 1100",Larciano,PT,info@hotelcastelmartini.it,3,43.8198437692,10.8420225978,Pistoia,1,6312
14626sr,La Vinara,Alloggi Privati,0573837755,Via Pozzuolo 726,Larciano,PT,mina.dami@tin.it,1,43.847606,10.8703027,Pistoia,0,6312
14636sr,Locanda Zacco,Alloggi Privati,0572698028,Via Mammianese 49,Marliana,PT,info@locandazacco.com,1,43.9337158,10.7694476,Pistoia,0,3241
14637sr,Campomaggio,Alloggi Privati,057268165,"Via Per Montagnana, 285",Marliana,PT,bbpia09@alice.it,1,43.9533978982,10.8255779743,Pistoia,0,3241
14641sr,Villa Stabbia,Agriturismi,057274975,Via Casorino 3,Massa E Cozzile,PT,info@villastabbia.it,1,43.8991293302,10.7525682449,Pistoia,0,7753
14652sr,Tenuta Il Vallone,Agriturismi,0572640742,Via Di Mezzo 285,Monsummano Terme,PT,info@tenutailvallone.it,1,43.8439547,10.8492906,Pistoia,0,20789
14662sr,Villa San Bastiano,Affittacamere,0572/520097 3395421336,"Piazza Castello, 8",Monsummano Terme,PT,info@villasanbastiano.it,1,43.872962597,10.8270263672,Pistoia,0,20789
14666sr,La Pievaccia Golf Resort & Wellness,Alberghi,0572640692 0572/62218,Via Dei Brogi Snc,Monsummano Terme,PT,golf_montecatini@virgilio.it,4,43.8521525,10.8564618,Pistoia,1,20789
14668sr,La Casa Di Zia Lina,Alloggi Privati,057253300,Via C. Battisti 344,Monsummano Terme,PT,info@lacasadizialina.com,1,43.8628273,10.8096665,Pistoia,0,20789
14677sr,Il Cochino,Alberghi,0573-959280 335/7549842,Via Fratelli Masini 15,Montale,PT,il.cochino@tiscalinet.it,2,43.9360235,11.0160902,Pistoia,1,10565
14678sr,Agriturismo Il Pillone,Agriturismi,057267065,Via Renaggio 26,Montecatini Terme,PT,pillone@infinito.it,1,43.9180822043,10.7896792889,Pistoia,0,20789
14685sr,Fedora Di Gori Rosalba,Affittacamere,0572-79619,Via Peloni 14,Montecatini Terme,PT,rosalb67@gorirosalba.191.it,1,43.8875782,10.7796185,Pistoia,0,20789
14695sr,Grand Hotel Bellavista Palace & Golf,Alberghi,0572 78122,Viale Fedeli 2,Montecatini Terme,PT,bellavista@panciolihotels.it,5,43.8929136,10.7776078,Pistoia,1,20789
14696sr,Grand Hotel & La Pace,Alberghi,0572 9240,Via Della Torretta 1,Montecatini Terme,PT,info@grandhotellapace.it,5,43.885463,10.7720406,Pistoia,1,20789
14698sr,Cristallino,Alberghi,0572 72031,Viale A. Diaz 10,Montecatini Terme,PT,info@hotelcristallino.it,4,43.8887885037,10.7789236307,Pistoia,1,20789
14710sr,Ariston,Alberghi,0572/79535 328/6254095,Viale Manzoni 30,Montecatini Terme,PT,info@ariston-hotel.com,4,43.8842243,10.7744713,Pistoia,1,20789
14716sr,Cappelli Croce Di Savoia,Alberghi,0572/71151,Viale Bicchierai 139,Montecatini Terme,PT,info@hotelcappelli.it,3,43.8850359,10.7767991,Pistoia,1,20789
14723sr,Florida,Alberghi,0572 70227,Via Michelangelo 16,Montecatini Terme,PT,info@albergo-florida.it,3,43.8816958,10.7724996,Pistoia,1,20789
14733sr,Mediterraneo,Alberghi,0572/71321,Via Baragiola 1,Montecatini Terme,PT,mediterraneo@taddeihotels.it,3,43.888175,10.7714179,Pistoia,1,20789
14735sr,Minerva Palace,Alberghi,0572/904406,Via Cavour 14,Montecatini Terme,PT,info@hotelminervapalace.it,4,43.8832316,10.7694281,Pistoia,1,20789
14736sr,Puccini,Alberghi,0572/904458 337/261183 338/3953817,Corso Roma 95/97,Montecatini Terme,PT,info@hotelpuccini.net,4,43.8849842,10.7668181,Pistoia,1,20789
14740sr,President Hotel,Alberghi,0572767927,Corso Matteotti 119,Montecatini Terme,PT,info@presidentmontecatini.it,3,43.8806981,10.777632,Pistoia,1,20789
14745sr,Settentrionale Esplanade,Alberghi,0572/70021,Viale Grocco 2,Montecatini Terme,PT,info@settentrionaleesplanade.it,4,43.8858733,10.7753811,Pistoia,1,20789
14784sr,Holiday,Alberghi,0572-79718,Via Cavallotti 52,Montecatini Terme,PT,info@holidaymontecatini.com,3,43.8828009,10.7746451,Pistoia,1,20789
14786sr,Miramonti,Alberghi,0572 70647,Viale Marconi 44,Montecatini Terme,PT,info@fabianihotels.com,3,43.8832164,10.7819989,Pistoia,1,20789
14803sr,Savoia E Campana,Alberghi,0572 772670,Via Cavallotti 10/20,Montecatini Terme,PT,info@hotelsavoiaecampana.com,3,43.881736,10.7740681,Pistoia,1,20789
14808sr,Valtorta,Alberghi,0572/78218 3397069549,Via Cavallotti 92,Montecatini Terme,PT,info@hotelvaltorta.it,3,43.8842539,10.7751954,Pistoia,1,20789
14816sr,Alassio,Alberghi,0572 79415 3477842881,Via Dell'angiolo 20,Montecatini Terme,PT,info@hotelalassio.it,3,43.884854,10.7760375,Pistoia,1,20789
14822sr,Conchiglia,Alberghi,0572-78913,Via Delle Saline 82,Montecatini Terme,PT,hotelconchiglia@italway.it,2,43.8837885,10.773781,Pistoia,1,20789
14832sr,Marina,Alberghi,0572-70128 3387086906,Via Cavallotti 31,Montecatini Terme,PT,info@hotelmarina.biz,3,43.8821810318,10.7744121552,Pistoia,1,20789
14841sr,Verena Dip. Savoia E Campana,Alberghi,0572 72809,Via Cavallotti 35,Montecatini Terme,PT,info@hotelsavoiaecampana.com,1,43.8823099,10.7743322,Pistoia,1,20789
14858sr,Zenith,Alberghi,0572/773234,Via Cavour 20,Montecatini Terme,PT,info@zenithhotel.it,3,43.8829156612,10.7692408562,Pistoia,1,20789
14860sr,Paradiso,Alberghi,0572/70353 338/4948154,Via Palestro 59,Montecatini Terme,PT,info@albergoparadiso.info,3,43.8832133768,10.7756727934,Pistoia,1,20789
14862sr,Antico Borgo Toscano,Alloggi Privati,3288257851,"Via Bolognola, 1/c",Montecatini Terme,PT,info@anticoborgotoscano.it,1,43.9086216,10.7998147,Pistoia,0,20789
14866sr,Camping Belsito,Campeggi,0572/67373,Via Delle Vigne 1/a,Montecatini Terme,PT,info@campingbelsito.it,3,43.907237,10.7908891,Pistoia,1,20789
14872sr,Azienda Agricola Marzalla,Agriturismi,0572490751,Via Collecchio 1,Pescia,PT,info@marzalla.it,1,43.895199,10.679853,Pistoia,0,19277
14873sr,Fattoria Di Pietrabuona,Agriturismi,0572408115,Via Per Medicina 2,Pescia,PT,info@pietrabuona.com,1,43.9340313322,10.6945896149,Pistoia,0,19277
14883sr,Le Fontanacce,Agriturismi,0572408088,Via Casa Nuova 7,Pescia,PT,info@lefontanacce.it,1,43.9195718206,10.6985539198,Pistoia,0,19277
14889sr,Poggetto Pellegrini,Agriturismi,0572452957,Via Battifollino 11,Pescia,PT,poggettopellegrini@virgilio.it,1,43.9560625281,10.7039022446,Pistoia,0,19277
14892sr,Locanda Il Poderino,Affittacamere,0572-490126,Via Collecchio 10,Pescia,PT,info@ilpoderino.net,1,43.9443556,10.6985155,Pistoia,0,19277
14897sr,San Lorenzo E Santa Caterina,Alberghi,0572/408340,Via S. Lorenzo 15/24,Pescia,PT,s.lorenzo@rphotels.com,3,43.8981481,10.6914074,Pistoia,1,19277
14907sr,Park Hotel Le Sorgenti,Alberghi,0572/951116,Via Matteotti 198,Pieve A Nievole,PT,management@lesorgentiph.it,4,43.8785469,10.7882709,Pistoia,1,9122
14909sr,Locanda Uno Più,Alberghi,0572951143,Via Amendola 58,Pieve A Nievole,PT,info@locandaunopiu.net,3,43.8859941,10.8103886,Pistoia,1,9122
14912sr,Podere Campofossato,Agriturismi,0573416780,Via Di Calabbiana 2/a,Pistoia,PT,info@campofossato.it,1,43.9963340838,10.8956480026,Pistoia,0,89524
14920sr,La Torricella,Agriturismi,0573479421,Via Montalese 60/a,Pistoia,PT,info@agriturismolatorricella.it,1,43.9420931,10.9793474,Pistoia,0,89524
14926sr,Villa Pacinotti,Agriturismi,3475840382,Via Di Caloria E Val Di Bure 10,Pistoia,PT,info@villapacinotti.it,1,43.9630440641,10.9514272213,Pistoia,0,89524
14945sr,Leon Bianco,Alberghi,0573-26675,Via Panciatichi 2,Pistoia,PT,info@hotelleonbianco.it,3,43.9318843,10.9169271,Pistoia,1,89524
14946sr,Milano Hotel,Alberghi,0573-975700,V.Le Pacinotti 10-12,Pistoia,PT,info@hotelmilanopistoia.it,3,43.9291790463,10.9173202515,Pistoia,1,89524
14947sr,Patria,Alberghi,0573358800,Via Francesco Crispi 6/8,Pistoia,PT,info@patriahotel.com,3,43.9319683,10.9163796,Pistoia,1,89524
14954sr,Arcobaleno,Alberghi,0573-470030 3389459847,Via Valdi E San Momme' 37,Pistoia,PT,parkhotelarcobaleno@gmail.com,3,44.0268931,10.9095134,Pistoia,1,89524
14955sr,Guidi,Alberghi,0573- 470022,Via Collina 47,Pistoia,PT,postmaster@albergoguidi.com,1,44.0279286,10.9091906,Pistoia,1,89524
14956sr,Hotel Villa Cappugi,Alberghi,0573450297,Via Di Collegigliato 45,Pistoia,PT,info@hotelvillacappugi.com,4,43.9500302529,10.9201955795,Pistoia,1,89524
14976sr,Relais Buonfanti,Alloggi Privati,057334941,Via Buonfanti 28,Pistoia,PT,info@relaisbuonfanti.it,1,43.9348425834,10.9193372726,Pistoia,0,89524
14983sr,Lo Studio,Alloggi Privati,05731941666,"Via Giuseppe Verdi, 56",Pistoia,PT,info@lostudiobb.it,1,43.9334857,10.9124983,Pistoia,0,89524
14987sr,Villa Le Panche,Case per Vacanze,0573/26716 3496782147,Via Modenese 756,Pistoia,PT,d.l.ferrari@libero.it,1,44.032243508,10.8752954006,Pistoia,0,89524
14988sr,Villa Morelli Gualtierotti,Case per Vacanze,0573/26716 349/6782147,"Via Modenese, 755",Pistoia,PT,d.l.ferrari@libero.it,1,44.0280317964,10.8687990904,Pistoia,0,89524
14990sr,Villa San Simone,Residenze d'Epoca,0573/964586,"Via Di Santomoro, 100",Pistoia,PT,info@villasansimone.it,1,43.9565259298,10.9544634819,Pistoia,0,89524
14997sr,Il Rifugio Dell'arcobaleno,Agriturismi,0573674129,Via San Giovanni 1,Piteglio,PT,info@agriturismoilrifugiodellarcobaleno.it,1,44.027879,10.7649057,Pistoia,0,
15020sr,L'uliveta Bed & Breakfast,Affittacamere,0573775035 3333903023,Via Pozzacchera 101,Quarrata,PT,info@luliveta.it,1,43.8436488,11.0050073,Pistoia,0,26793
15027sr,Dulcamara,Alloggi Privati,0573743236,Via Di Mezzo 299,Quarrata,PT,info@bbdulcamara.it,1,43.8664532,11.0094716,Pistoia,0,26793
15028sr,La Rocca Del Maestrino,Case per Vacanze,0573-734252 334/8769452,Via L. Da Vinci 124,Quarrata,PT,info@laroccadelmaestrino.it,1,43.8241984,10.9679406,Pistoia,0,26793
15032sr,Le Limentre,Alloggi Privati,0573893008,"Via San Pellegrino, 10",Sambuca Pistoiese,PT,sambucapistoiese@yahoo.it,1,44.063120248,10.9687462449,Pistoia,0,1446
15044sr,Il Cacciatore,Alberghi,0573-630533,Via Marconi 727,San Marcello Pistoiese,PT,info@albergoilcacciatore.it,3,44.05662,10.7820328,Pistoia,1,
15058sr,Casetta De' Pulledrari,Alberghi,0573-629057 629017,Via Del Teso 5900/a,San Marcello Pistoiese,PT,casettapulledrari@gmail.com,2,44.0712454649,10.8555221558,Pistoia,1,
15073sr,Fattoria Le Poggiola,Agriturismi,057351071,Via Di Treggiaia 13,Serravalle Pistoiese,PT,info@lepoggiola.com,1,43.8898516621,10.8259963989,Pistoia,0,11764
15076sr,Poggio De' Papi Di Beneforti Marzia,Agriturismi,0573528093,Via San Giusto 28,Serravalle Pistoiese,PT,info@poggiodepapi.it,1,43.8716323025,10.8635473251,Pistoia,0,11764
15081sr,Podere I Pitti,Agriturismi,0573919370,Via Pitti 4,Serravalle Pistoiese,PT,info@agriturismoipitti.it,1,43.9090159,10.8296562,Pistoia,0,11764
15085sr,Terra Mia,Agriturismi,3357012717,"Via Lipe, 7",Serravalle Pistoiese,PT,info@terramiatoscana.it,1,43.9143487,10.818839,Pistoia,0,11764
15087sr,Casa Al Sargente,Agriturismi,0573526764,"Via Vinacciano Collina, 25",Serravalle Pistoiese,PT,info@ilsargente.it,1,43.8881641,10.8662935,Pistoia,0,11764
15091sr,Relais La Belluccia,Affittacamere,0573/51564 333/6945109,Via Marlianese 63,Serravalle Pistoiese,PT,info@relaislabelluccia.com,1,43.9072951,10.8089487,Pistoia,0,11764
15100sr,Borgo Casa Al Vento,Case per Vacanze,0573/22394 335/8370777,Via San Baronto 1,Serravalle Pistoiese,PT,info@borgocasalvento.it,1,43.8620099855,10.901184082,Pistoia,0,11764
15105sr,Relais La Belluccia,Case per Vacanze,0573/51564 333/6945109,Via Marlianese 63,Serravalle Pistoiese,PT,info@relaislabelluccia.com,1,43.9072951,10.8089487,Pistoia,0,11764
15116sr,B & B L'imbarco,Alloggi Privati,3881027417,"Via San Giovanni, 40",Livorno,LI,casalimbarco@yahoo.it,1,43.5516745,10.3051793,Livorno,0,153859
15124sr,La Casa Bianca,Alloggi Privati,3470975487,"Dina Ferri, 25",Chiusdino,SI,affittacamerelacasabianca@email.it,1,43.1552911,11.08131,Siena,0,1744
15143sr,Terrazza Ginori,Alloggi Privati,3356216496,"Via Ginori, 61",Sesto Fiorentino,FI,info@terrazzaginori.com,1,43.8394741,11.2105655,Firenze,0,48895
15144sr,Relais Stella 2,Affittacamere,0558963469,"Via Dei Colli, 342 (colli Alti)",Signa,FI,info@relaisstella.com,1,43.801889518,11.1109918356,Firenze,0,18919
15146sr,Il Palagetto Guest House,Affittacamere,0555120356,"Via Monte Oliveto, 52",Firenze,FI,info@ilpalagettofirenze.it,1,43.7693428814,11.2334132195,Firenze,0,362742
15150sr,Villa Ilangi,Agriturismi,055878089,"Via Gavignano, 1/a (gavignano)",Lastra A Signa,FI,info@villailangi.it,1,43.769793,11.105177,Firenze,1,19638
15218sr,Il Boscone,Agriturismi,0558078009,"Via Strada Di Poppiano, 35",Barberino Val D'elsa,FI,info@ilboscone.com,1,43.5030959,11.1297108,Firenze,1,
15224sr,Poggio Ai Venti,Case per Vacanze,0571665292  -  0571664132,"Via Casale Mugnano, 131",Certaldo,FI,info@poggioaiventi.it,1,43.5733956016,11.0646486282,Firenze,0,15534
15225sr,San Clemente,Agriturismi,055852038,"Via San Leonino, 74 - 75",Greve In Chianti,FI,s.clemente2009@libero.it,1,43.5850969,11.3153622,Firenze,1,13330
15238sr,Linda,Alloggi Privati,0558423036,"Via Santa Lucia, 14 (santa Lucia)",Barberino Di Mugello,FI,bracchilinda@libero.it,1,44.073033788,11.2716293335,Firenze,0,10938
15241sr,Paluffo,Case per Vacanze,3355395273,"Via Citerna, 144",Certaldo,FI,info@paluffo.com,1,43.5879759014,11.1054611206,Firenze,0,15534
15243sr,Poggio Al Vento,Affittacamere,0557309861,"Via Di Casignano, 27",Scandicci,FI,info@casignano.it,1,43.7404651,11.1812185,Firenze,0,49499
15251sr,Podere Vigliano,Case per Vacanze,3335447695,"Strada Di Magliano, 13/15",Tavarnelle Val Di Pesa,FI,info@poderevigliano.it,1,43.5579441,11.1610001,Firenze,0,
15252sr,Paluffi,Affittacamere,3355395273,"Via Citerna, 144",Certaldo,FI,info@paluffo.com,1,43.5882245753,11.1051177979,Firenze,0,15534
15270sr,San Gaggio House,Affittacamere,3356808805,"Via Cardinal Leopoldo, 62",Firenze,FI,info@bbflorencerooms.com,1,43.7547809,11.2375087,Firenze,0,362742
15273sr,Quadrifoglio,Residence,0571678008,"Via Camporbiano, 20",Gambassi Terme,FI,info@tenutaquadrifoglio.it,4,43.4806538,10.9537341,Firenze,1,4838
15280sr,Tenuta Dei Cavalieri,Agriturismi,0558317292,"Via Santa Brigida, 3",Pontassieve,FI,trebbio@centroin.it,3,43.8280564847,11.3884449005,Firenze,1,20208
15285sr,Borgo Di Casagrande,Case per Vacanze,0558349429,"Via Cafaggiolo, 63/a",Rignano Sull'arno,FI,info@borgodicasagrande.it,1,43.6998994417,11.4381408691,Firenze,0,8525
15300sr,Montemartino,Agriturismi,333 6785856,Loc. Montemartino,Rapolano Terme,SI,info@montemartino.si.it,1,43.285569,11.604801,Siena,1,5093
15301sr,Torricella Di Ermanno Geronzi,Agriturismi,0578 337279,"Cassia, 66 - Loc. Celle Sul Rigo - Fraz. Torricella",San Casciano Dei Bagni,SI,ermanno.geronzi@gmail.com,1,42.8041816,11.8060092,Siena,1,1495
15308sr,Affittacamere Meri,Affittacamere,050 643372,"Lavoria, 109/a - Lavoria - Cenaia",Crespina,PI,elettrod@email.it,1,43.6181296,10.5286111,Pisa,0,5469
15326sr,Le Caldanelle,Agriturismi,328/7289409,Pod. Caldanelle - San Ansano - Pari,Civitella Paganico,GR,annabernabeicesa@libero.it,1,43.0632652,11.321224,Grosseto,1,2922
15332sr,Il Lupo Azzurro,Alloggi Privati,0577 50154,"Dei Gerani, 6 - Loc. S. Dalmazio",Monteriggioni,SI,info@lupoazzurro.com,1,43.3630134,11.2183781,Siena,0,10000
15336sr,Il Cactus,Alloggi Privati,0583 581846,"Via Bigongiari, 162 - S.Anna",Lucca,LU,cippico45@gmail.com,1,43.8625456,10.4621366,Lucca,0,89156
16694sr,Villino Albachiara,Alloggi Privati,3394342986,"Viale Dante, 11",Scarperia,FI,info@villinoalbachiara.it,1,43.9981003,11.3563982,Firenze,0,
16706sr,Podere Cantagrillo,Agriturismi,057156114,"Via San Pantaleo, 32-33",Vinci,FI,info@agriturismocantagrillo.it,2,43.7886462,10.8973044,Firenze,1,14467
16707sr,Casa Bonorli,Case per Vacanze,3392927569,"Via Bonorli, 2 - 4",Barberino Val D'elsa,FI,maurizio@vecchiofienile.it,1,43.5420555,11.1707962,Firenze,0,
16709sr,Poggio Gavignano,Case per Vacanze,3395730179  -  3495889359,"Via Gavignano, 6 (malmantile)",Lastra A Signa,FI,poggiogavignano@gmail.com,1,43.7257795,11.054082,Firenze,0,19638
16740sr,Park Albatros,Villaggi Turistici,0565 702211,Via Della Principessa - Torre Nuova,San Vincenzo,LI,parkalbatros@ecvacanze.it,2,43.0772066,10.5577407,Livorno,1,6470
16742sr,Orto Di Coriolano,Alloggi Privati,0575 364249,"Cincelli, 22",Arezzo,AR,ortodicoriolano.gm@gmail.com,1,43.510929,11.7978107,Arezzo,0,96535
16745sr,Casa Landino,Alloggi Privati,3803285509,"Piazza Jacopo Landino, 31",Pratovecchio,AR,paolo.fabiani@libero.it,1,43.7886515,11.7204105,Arezzo,0,
16747sr,I Moraioli,Agriturismi,3358107689,"Casino, 3/abc - Montebenichi",Bucine,AR,fmattii@alice.it,2,43.4055837,11.5448426,Arezzo,1,9952
16765sr,Antico Borgo Frosini,Residenze d'Epoca,0575 368216,"Via Pratantico, 57 - Pratantico",Arezzo,AR,borgofrosini@gmail.com,1,43.478318,11.8217139,Arezzo,0,96535
16774sr,Le Lappe,Agriturismi,0575 0194647,Rimontoli - Montegonzi,Cavriglia,AR,info@lelappe.it,2,43.5006481,11.4957962,Arezzo,1,9422
16777sr,Molbena,Agriturismi,02 8692698,"Case Sperse, 104/a - Montanare",Cortona,AR,molbena@gmail.com,1,43.2585964819,12.0847463608,Arezzo,1,21178
