Id,url,Nome,Categoria,Telefono,Fax,Indirizzo,Comune,SiglaProvincia,website,Email,facilities,Valutazione,Latitudine,Longitudine,PRO_COM,Provincia,Regione,EsisteValutazione
11974sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=11974,Le Rose,Case per Vacanze,055820607,055820607,"Via Delle Rose, 29",San Casciano in Val di Pesa,FI,www.aziendaagricolalerose.it,info@aziendaagricolalerose.it,,0,43.6533533696,11.1877459288,SAN CASCIANO IN VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
11981sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=11981,Tripala,Agriturismi,0583 611116,0583 611116,Tripala - Antognano,Minucciano,LU,www.agriturismotripala.it,tripala@tiscali.it,Accessibilit&agrave; Disabili;Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;M,2,44.2012196,10.2058601,MINUCCIANO,Lucca,Toscana,1
11982sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=11982,Il Poggiale,Residenze d'Epoca,055828311,0558294296,"Via Di Mucciana, 2",San Casciano in Val di Pesa,FI,www.villailpoggiale.it,villailpoggiale@villailpoggiale.it,Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio,0,43.6662573522,11.1639976501,SAN CASCIANO IN VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12000sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12000,Villa Monica,Agriturismi,0583 276179,0583 276179,"Romana Trav, 1, 129",Montecarlo,LU,www.villamonica.net,info@villamonica.net,Riscaldamento;Asciugacapelli;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Giochi per Bambini;Accesso con Vetture Private;Cucina di Uso Comune;Lampada Esterna;Sala separata per soggiorno o svago;Rifornimento,2,43.82641558,10.6581115723,MONTECARLO,Lucca,Toscana,1
12003sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12003,Tori Alberto Di Tori Angelica,Agriturismi,0583 22357,,"Via San Giuseppe, 71 - San Giuseppe",Montecarlo,LU,www.agriturismotorialberto.com,info@agriturismotorialberto.com,Accettazione Animali,2,43.838537,10.6615803,MONTECARLO,Lucca,Toscana,1
12014sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12014,Campana,Alloggi Privati,0558379037,,"Via Di Gugena,159 (gugena)",San Godenzo,FI,www.romitoriodicampana.it,info@romitoriodicampana.it,Proprio Parcheggio;Somministrazione Alimenti,0,43.9260883,11.6180187,SAN GODENZO,Citta' Metropolitana Di Firenze,Toscana,1
12023sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12023,La Pieve,Alloggi Privati,0558487182,,"Via Provinciale, 34",San Piero a Sieve,FI,www.lapievebeb.it,f.innocenti2@virgilio.it,Aria Condizionata,0,43.9616963,11.3244202,SAN PIERO A SIEVE,Citta' Metropolitana Di Firenze,Toscana,1
12025sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12025,Camping Mugello Verde,Campeggi,055848511,0558496910,"Massorondinaio, 39",San Piero a Sieve,FI,www.florencevillage.com,mugelloverde@florencevillage.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Bar;Servizio Fax;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Proprio Campo da Tennis;Carta di Credito;Giochi per Bambini;Custodia Valori alla Reception;Ac,3,43.9613625,11.3097152,SAN PIERO A SIEVE,Citta' Metropolitana Di Firenze,Toscana,1
12036sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12036,Tenuta Le Viste,Affittacamere,055768543,055768531,"Via Del Leone, 11 (mosciano)",Scandicci,FI,www.tenuta-leviste.it,info@tenuta-leviste.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti,0,43.753486,11.18916,SCANDICCI,Citta' Metropolitana Di Firenze,Toscana,1
12038sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12038,Bencini Luca,Affittacamere,0552374174,0552374174,"Via Dei Rossi, 531",Scandicci,FI,www.soggiornobencini.it,info@soggiornobencini.it,,0,43.7652239,11.1899126,SCANDICCI,Citta' Metropolitana Di Firenze,Toscana,1
12057sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12057,Il Gelsomino Della Pieve,Alloggi Privati,3396640656 - 3351975240,,"Via Della Pieve, 20 (pieve)",Scandicci,FI,www.ilgelsominodellapieve.com,ilgelsominodellapieve@gmail.com,Proprio Parcheggio;Somministrazione Alimenti,0,43.7700278,11.1488324,SCANDICCI,Citta' Metropolitana Di Firenze,Toscana,1
12063sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12063,Don Orione,Case per Ferie,0557422017,0557301511,"Via Poggio Secco, 5-7 (scandicci)",Scandicci,FI,www.villaguarnaschelli.it,info@villaguarnaschelli.it,Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti,0,43.7330420231,11.1908626556,SCANDICCI,Citta' Metropolitana Di Firenze,Toscana,1
12080sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12080,Una Poggio Dei Medici,Alberghi,05584350,0558430439,"Via San Gavino, 27",Scarperia,FI,www.unahotels.it,una.poggiodeimedici@unahotels.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande,4,43.9899382,11.3445982,SCARPERIA,Citta' Metropolitana Di Firenze,Toscana,1
12081sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12081,Dei Vicari,Alberghi,055846860,0558468680,"Viale Kennedy,45/e",Scarperia,FI,www.hoteldeivicari.com,info@hoteldeivicari.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Bevande,4,43.991415,11.3523655,SCARPERIA,Citta' Metropolitana Di Firenze,Toscana,1
12087sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12087,Podere Consani,Agriturismi,0583 38187,0583 38010,Via Consani 1 - Consani - Monsagrati,Pescaglia,LU,www.podereconsani.it,susanbeeby@email.it,Accettazione Animali;Propria Piscina Scoperta,2,43.9069233,10.4197204,PESCAGLIA,Lucca,Toscana,1
12095sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12095,A Casa Del Tosi,Agriturismi,0583 38129,0583 38129,"Via Per Torcigliano - Palazzina, 1 - Torcigliano",Pescaglia,LU,www.acasadeltosi.it,info@acasadeltosi.it,Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Mountain Bike;Accettazione Gruppi;Accesso con Vetture Private;Trekk,2,43.8095258,10.5113321,PESCAGLIA,Lucca,Toscana,1
12105sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12105,Al Sambuco,Agriturismi,0583 666213,0583 641121,Contra - Nicciano,Piazza al Serchio,LU,www.agriturismoalsambuco.it,info@alsambuco.com,Accettazione Animali;Propria Piscina Scoperta,3,44.1804659,10.2795813,PIAZZA AL SERCHIO,Lucca,Toscana,1
12112sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12112,Pradaccio Di Sopra,Agriturismi,0583 666966,,Pradaccio Di Sopra,Pieve Fosciana,LU,www.agriturismopradaccio.it,info@agriturismopradaccio.it,Propria Piscina Scoperta,3,44.1248870518,10.4168307781,PIEVE FOSCIANA,Lucca,Toscana,1
12128sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12128,Villa Villoresi,Alberghi,055443212,055442063,"Via Ciampi, 2 (colonnata)",Sesto Fiorentino,FI,www.villavilloresi.it,cvillor@tin.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande,3,43.8405766,11.2065662,SESTO FIORENTINO,Citta' Metropolitana Di Firenze,Toscana,1
12135sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12135,Novotel Firenze Nord Aeroporto,Alberghi,05553821,055308336,"Via Tevere, 23 (osmannoro)",Sesto Fiorentino,FI,www.novotel.com,H1798-RE@accor.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;,4,43.8097758,11.1720926,SESTO FIORENTINO,Citta' Metropolitana Di Firenze,Toscana,1
12149sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12149,Casa Buchicchio,Alloggi Privati,055401788,055401788,"Via Bolognese, 69 (montorsoli)",Sesto Fiorentino,FI,,info@casabuchicchio.it,Accettazione Animali,0,43.8266656,11.28691,SESTO FIORENTINO,Citta' Metropolitana Di Firenze,Toscana,1
12152sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12152,Le Corti,Case per Vacanze,0554210552,0554210553,"Via Di Calenzano, 19 (il Neto)",Sesto Fiorentino,FI,www.residencelecorti.it,info@residencelecorti.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito,0,43.8356481,11.1962592,SESTO FIORENTINO,Citta' Metropolitana Di Firenze,Toscana,1
12162sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12162,Relais Stella,Affittacamere,0558963469,0558964025,"Via Dei Colli, 225 (colli Alti)",Signa,FI,,laspigacamere@virgilio.it,Riscaldamento;Aria Condizionata;Asciugacapelli;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Animazione;Estintori;Lampada Esterna;Accesso con Mezzi Pubblici,0,43.8019495293,11.1108389497,SIGNA,Citta' Metropolitana Di Firenze,Toscana,1
12166sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12166,Dolce Notte,Affittacamere,0558999356,0558964025,"Via Dei Colli, 201 (colli Alti)",Signa,FI,www.dolcenotte.org,info@dolcenotte.org,Riscaldamento;Aria Condizionata;Asciugacapelli;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Estintori;Lampada Esterna;Accesso con Mezzi Pubblici,0,43.8017888537,11.1101603508,SIGNA,Citta' Metropolitana Di Firenze,Toscana,1
12170sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12170,Dolce Notte 2,Affittacamere,0558963469,0558964025,"Via Dei Colli, 201/203",Signa,FI,www.dolcenotte.org,info@dolcenotte.org,Riscaldamento;Aria Condizionata;Asciugacapelli;Proprio Parcheggio;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Estintori;Lampada Esterna;Accesso con Mezzi Pubblici;Locale tv separato,0,43.8017540083,11.1101844907,SIGNA,Citta' Metropolitana Di Firenze,Toscana,1
12172sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12172,Delfina,Alberghi,055876123,,"Via Roma, 275",Signa,FI,www.hoteldelfina.com,info@hoteldelfina.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Bevande,3,43.7844583,11.0973293,SIGNA,Citta' Metropolitana Di Firenze,Toscana,1
12175sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12175,Borgo Di Villa Castelletti,Residence,0558791915,0558750009,Via Di Castelletti,Signa,FI,www.borgovillacastelletti.it,info@villacastelletti.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti,3,43.7837885,11.0888833,SIGNA,Citta' Metropolitana Di Firenze,Toscana,1
12176sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12176,Sovigliano,Agriturismi,0558076217,0558076217,"Via Magliano, 9",Tavarnelle Val di Pesa,FI,www.sovigliano.com,info@sovigliano.com,Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti,2,43.5579441,11.1610001,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12180sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12180,Poggio Al Chiuso,Agriturismi,0558077980,0558077980,"Via Palazzuolo, 18",Tavarnelle Val di Pesa,FI,www.poggioalchiuso.it,info@poggioalchiuso.com,Accettazione Animali;Propria Piscina Scoperta;Somministrazione Alimenti,2,43.5688327037,11.1668407917,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12183sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12183,Casale La Selva,Agriturismi,0558071090,0558071090,"Via Strada Greve, 10 (badia A Passignano)",Tavarnelle Val di Pesa,FI,www.casalelaselva.it,info@casalelaselva.it,Riscaldamento;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazione;Propria Piscina Scoperta;Servizio Baby Sitting;Accesso con Vetture Private;Trekking;Somministrazione Alimenti;Lampada Esterna;Rifornimento benzina immediate vicinanze,2,43.5806667629,11.258996129,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12184sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12184,Podere San Brizzi,Agriturismi,0558071325,0558071325,"Strada Poggio Al Vento, 10 (badia A Passignano)",Tavarnelle Val di Pesa,FI,,vittorio_landi@virgilio.it,Riscaldamento;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Trasporto Clienti Stazione;Custodia Valori alla Reception;Accettazione Gruppi;Accesso con Vetture Private;Trekking;Visite Guidate;Lavaggio Auto o,1,43.5781429,11.2484878,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12185sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12185,Il Bacio,Agriturismi,0558076437,,"Via Bonazza, 35",Tavarnelle Val di Pesa,FI,www.ilbacio.net,info@ilbacio.net,Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti,2,43.5722366,11.1718534,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12190sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12190,Pratale,Agriturismi,0558070135,0558070171,"Via Della Pesa, 12 (pratale)",Tavarnelle Val di Pesa,FI,www.pratale.it,info@pratale.it,Riscaldamento;Cassette di Sicurezza in Camera;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Bancomat;Accettazione Gruppi;Accesso con Vetture Private;Trekking;Degust,1,43.5816654588,11.2255811691,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12197sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12197,Conio,Agriturismi,0558072055,0558072822,"Strada Cerbaia, 5",Tavarnelle Val di Pesa,FI,www.aziendaagricolaconio.it,info@aziendaagricolaconio.it,Accettazione Animali;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti,2,43.5628148,11.1725,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12199sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12199,Dall'annita,Agriturismi,0558076187,0558076187,"Strada Delle Lame, 7",Tavarnelle Val di Pesa,FI,www.agriturismoannita.it,info@agriturismoannita.it,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Parco o Giardino Proprio;Propria Piscina Scoperta;Mountain Bike;Accettazione Gruppi;Accesso con Vetture Private;Degustazione;Macchine La,2,43.5628148,11.1725,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12207sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12207,Antica Pieve,Affittacamere,0558076314,0558076522,"Via Stada Della Pieve, 1",Tavarnelle Val di Pesa,FI,www.anticapieve.net,info@anticapieve.net,Riscaldamento;Aria Condizionata;Bar;Telefono in camera;Cassette di Sicurezza in Camera;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Ristorante;Accettazione Animali;Proprio Parcheggio;Trasporto Clienti Stazion,0,43.5646789,11.1794603,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12208sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12208,Podere Torricella I,Affittacamere,0558074297,0558074297,"Strada Noce, 3",Tavarnelle Val di Pesa,FI,,susanna.mca@tiscali.it,Accettazione Animali;Proprio Parcheggio;Somministrazione Alimenti,0,43.5800296,11.157064,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12211sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12211,Park Hotel Chianti,Alberghi,0558070106,0558070121,"Via Michelangelo, 5",Tavarnelle Val di Pesa,FI,www.parkhotelchianti.com,info@parkhotelchianti.com,Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Vendita prodotti agricoli;Frigo Bar;Asciugacapelli;Servizio Fax;Accesso Internet;Wi-Fi;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Carta di Credito;Custod,3,43.5933532442,11.1971282959,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12214sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12214,Borgo Di Cortefreda Relais,Alberghi,0558073333,0558076707,"Via Roma, 191",Tavarnelle Val di Pesa,FI,www.borgodicortefreda.com,info@borgodicortefreda.com,Accessibilit&agrave; Disabili;Riscaldamento;Aria Condizionata;Ascensore;Bar;Telefono in camera;Vendita prodotti agricoli;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;,4,43.5535052,11.173472,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12215sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12215,Castello Del Nero,Alberghi,055806470,05580647777,"Strada Spicciano, 7",Tavarnelle Val di Pesa,FI,www.castellodelnero.com,info@castellodelnero.com,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande,5,43.5513035,11.1875477,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12218sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12218,Palazzo Malaspina,Alloggi Privati,0558072946,0558092047,"Via Del Giglio, 35 (san Donato In Poggio)",Tavarnelle Val di Pesa,FI,www.palazzomalaspina.it,info@palazzomalaspina.it,Riscaldamento;Aria Condizionata;Telefono in camera;Cassette di Sicurezza in Camera;Frigo Bar;Asciugacapelli;Servizio Fax;Tv Satellitare;Accesso Internet;Wi-Fi;Carta di Credito;Lavatura e Stiratura Biancheria;Trekking;Estintori;Edificio di Valore Storico;,0,43.5357783001,11.2348723412,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12227sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12227,Fattoria Querceto,Case per Vacanze,0558070135,0558070171,"Strada Romita, 40 (pontenuovo)",Tavarnelle Val di Pesa,FI,www.querceto.it,info@querceto.it,Riscaldamento;Cassette di Sicurezza in Camera;Tv Satellitare;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Proprio Campo da Tennis;Mountain Bike;Carta di Credito;Bancomat;Accesso con Vetture Private;Trekking;De,0,43.5959018747,11.1820220947,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12231sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12231,Le Quercioline,Case per Vacanze,0558050415,0558065011,"Via Marcialla, 4/f (la Ceppa)",Tavarnelle Val di Pesa,FI,www.lequercioline.com,info@lequercioline.com,Proprio Parcheggio;Propria Piscina Scoperta,0,43.5627301619,11.1555433273,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12239sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12239,Villa Il Borraccio,Case per Vacanze,0558077425,0558076613,"Via Cassia Sud, 2",Tavarnelle Val di Pesa,FI,www.villailborraccio.com,info@villailborraccio.com,,0,43.5501033233,11.1755847931,TAVARNELLE VAL DI PESA,Citta' Metropolitana Di Firenze,Toscana,1
12246sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12246,Salvera,Agriturismi,,,"Salvera, 1 - Sillicagnana",San Romano in Garfagnana,LU,www.agriturismosalvera.com,agriturismosalvera@tiscali.it,Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Parco o Giardino Proprio;Accettazione Animali;Proprio Parcheggio;Propria Piscina Scoperta;Mountain Bike;Giochi per Bambini;Servizio Baby Sitting;Spaccio Alimentare;Lav,3,44.1602952435,10.3651928902,SAN ROMANO IN GARFAGNANA,Lucca,Toscana,1
12257sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12257,Il Cerreto,Agriturismi,0583 60828,0583 60828,Via Caprignana Loc Il Cerreto - Il Cerreto - Caprignana,San Romano in Garfagnana,LU,www.ailcerreto.it,domenicomannolini@libero.it,Accettazione Animali,2,44.1923703,10.3234629,SAN ROMANO IN GARFAGNANA,Lucca,Toscana,1
12261sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12261,La Tana Delle Fate,Agriturismi,0583 614086,0583 614086,Via Ghiarone Brica,Sillano,LU,www.agriturismolatana.it,pioli.serena@email.it,Accettazione Animali,3,44.2377973,10.3417795,SILLANO,Lucca,Toscana,1
12274sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12274,Giotto Park Hotel,Alberghi,055406608,055406730,"Via Roma, 69 (bivigliano)",Vaglia,FI,www.villagiotto.com,informazioni@villagiotto.com,Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti;Somministrazione Bevande,3,43.8947574,11.3215959,VAGLIA,Citta' Metropolitana Di Firenze,Toscana,1
12287sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12287,Il Collaccio,Agriturismi,0583 68533,,Via Collaccio,Villa Collemandina,LU,,ubdomin@tin.it,Accettazione Animali;Propria Piscina Scoperta,2,44.1631483,10.3912886,VILLA COLLEMANDINA,Lucca,Toscana,1
12309sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12309,Italia,Campeggi,0584 359828,0584 341504,"Viale Dei Tigli, 52 Torre Del Lago",Viareggio,LU,www.campingitalia.net,info@campingitalia.net,Aria Condizionata;Bar;Ristorante;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito,1,43.829073,10.27067,VIAREGGIO,Lucca,Toscana,1
12312sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12312,Bonciani Carlo,Agriturismi,0558449983,0558449983,"Via Campestri, 44 (campestri)",Vicchio,FI,www.agriturismobonciani.it,info@agriturismobonciani.it,Ristorante;Accettazione Animali;Propria Piscina Scoperta;Accesso con Vetture Private;Maneggio,3,43.9131145,11.4451302,VICCHIO,Citta' Metropolitana Di Firenze,Toscana,1
12319sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12319,Il Muretto,Agriturismi,0558493536,0558493536,"Via Boccagnello, 122 (barbiana)",Vicchio,FI,www.ilmurettoagriturismo.com,info@ilmurettoagriturismo.com,Accettazione Animali;Propria Piscina Scoperta;Somministrazione Alimenti,2,43.9320921,11.4628992,VICCHIO,Citta' Metropolitana Di Firenze,Toscana,1
12326sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12326,Giovannini Giorgio,Case per Vacanze,,055 0517543,"Guzzano, 4",Bagni di Lucca,LU,www.tuscanymeanders.com,francesca@tuscanymeanders.com,Riscaldamento;Vendita prodotti agricoli;Asciugacapelli;Tv Satellitare;Accesso Internet;Wi-Fi;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Lavatura e Stiratura Biancheria;Accettazione Gruppi;Accesso con Vetture Private;Trekking;Deg,0,44.0171704,10.611973,BAGNI DI LUCCA,Lucca,Toscana,1
12327sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12327,La Vignola Residence Chez Moi,Case per Vacanze,0583 766291,0583 723792,"Via Mordini, 3 Strada Per Castelvecchio Pascoli",Barga,LU,www.bargaholiday.com,vignola@bargaholiday.com,Riscaldamento;Servizio Fax;Parco o Giardino Proprio;Proprio Parcheggio;Propria Piscina Scoperta;Carta di Credito;Accesso con Vetture Private;Trekking;Macchine Lavatrici per biancheria;Estintori;Lampada Esterna;Telefono;Rifornimento benzina immediate vici,0,44.0810497444,10.4739189148,BARGA,Lucca,Toscana,1
12333sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12333,Sport Village Ciocco,Case per Vacanze,0583 1642050,0583 719731,Loc. Il Ciocco Zona Stadio - Castelvecchio Pascoli,Barga,LU,www.drivevent.it,l.cheloni@ciocco.it,Aria Condizionata;Ristorante;Accettazione Animali;Proprio Parcheggio;Proprio Campo da Tennis;Mountain Bike;Servizio Baby Sitting;Accettazione Gruppi;Animazione;Maneggio;Trekking;Sala Riunioni;Istruttore di Tennis,0,44.0842222,10.4631481,BARGA,Lucca,Toscana,1
12334sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12334,La Mezzaluna,Case per Vacanze,0583 710476,0583 710476,Via Nazionale - Meuccio - Mologno,Barga,LU,www.residencelamezzaluna.it,info@residencelamezzaluna.it,Riscaldamento;Servizio Fax;Tv Satellitare;Wi-Fi;Ristorante;Accettazione Animali;Proprio Parcheggio;Carta di Credito;Somministrazione Alimenti;Spazio attrezzato per il consumo di alimenti o bevande (Escluso Ristorante);Somministrazione Bevande;Somministra,0,44.0681620224,10.4555082321,BARGA,Lucca,Toscana,1
12337sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12337,Borgo Giusto,Case per Vacanze,0583 835568,0583 835970,Partigliano - Partigliano,Borgo a Mozzano,LU,www.borgogiusto.it,info@borgogiusto.it,Aria Condizionata;Accettazione Animali;Proprio Parcheggio;Carta di Credito,0,43.9507577,10.4633425,BORGO A MOZZANO,Lucca,Toscana,1
12344sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12344,L'argilla,Case per Vacanze,0583 612049,0583 648470,Argilla - Filicaia,Camporgiano,LU,www.argillaintuscany.it,info@argillaintuscany.it,Accettazione Animali;Proprio Parcheggio,0,44.1351838,10.3700833,CAMPORGIANO,Lucca,Toscana,1
12355sr,http://www.turismo.intoscana.it/booking/html/mappa.php?id=12355,Kinga,Alloggi Privati,0554554257,0554554257,"Via Cavour, 25",Vicchio,FI,www.firenzeiutazas.hu,dinarobe@tin.it,Riscaldamento;Asciugacapelli;Tv Satellitare;Wi-Fi;Accettazione Animali;Trasporto Clienti Stazione;Mountain Bike;Visite Guidate;Degustazione;Macchine Lavatrici per biancheria;Cucina di Uso Comune;Estintori;Lampada Esterna;Pronto Intervento e Infermeria in,0,43.9327680761,11.4681172371,VICCHIO,Citta' Metropolitana Di Firenze,Toscana,1
